stationId,date,hour,pm25,pm10,no2
TD5,20180505,21,30.6,,
TD5,20180505,22,30.9,,
TD5,20180505,23,30.5,,
TD5,20180506,00,31,,
TD5,20180506,01,34.8,,
TD5,20180506,02,33.6,,
TD5,20180506,03,32.6,,
TD5,20180506,04,28.5,,
TD5,20180506,05,27.4,,
TD5,20180506,06,33.3,,
TD5,20180506,07,36.3,,
TD5,20180506,08,32.2,,
TD5,20180506,09,27.7,,
TD5,20180506,10,23.8,,
TD5,20180506,11,23.9,,
TD5,20180506,12,22.4,,
TD5,20180506,13,23.3,,
TD5,20180506,14,26.2,,
TD5,20180506,15,,,
